Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure ID,Measure Name,Score,Sample,Location
03012F,PHOENIX VA MEDICAL CENTER,650 E. INDIAN SCHOOL ROAD,PHOENIX,AZ,85012,MARICOPA,(602) 222-6444,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-112.066121 33.494745)
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,HBIPS-3,Hours of seclusion,0,3181,POINT (-95.974488 41.245158)
04010F,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,LITTLE ROCK,AR,72205,PULASKI,(501) 257-1000,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,79,135,POINT (-92.320904 34.744875)
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,SUB_2,Alcohol use brief intervention provided or offered,90,60,POINT (-122.503917 37.781135)
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,(717) 228-5901,HBIPS-2,Hours of physical-restraint use,0,4296,POINT (-76.408065 40.314267)
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,(318) 473-0010,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,67,18,POINT (-92.434224 31.354985)
51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,(304) 255-2121,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-81.192024 37.766084)
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,(406) 447-7900,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-112.10197000000001 46.61772)
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,(413) 584-4040,HBIPS-3,Hours of seclusion,0,2126,POINT (-72.689068 42.348903)
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,(305) 324-4455,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-80.215294 25.790451)
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,HBIPS-2,Hours of physical-restraint use,0,4665,POINT (-86.186913 39.779717)
19047F,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,70119,ORLEANS,(800) 935-8387,HBIPS-3,Hours of seclusion,0,0,POINT (-90.084493 29.963517999999997)
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,(505) 256-2889,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,54,165,POINT (-106.577661 35.054456)
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,SUB_2,Alcohol use brief intervention provided or offered,99,87,POINT (-118.118925 33.776172)
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 605-7016,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,65,160,POINT (-76.623709 39.289736)
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,HBIPS-2,Hours of physical-restraint use,0,8456,POINT (-117.252416 34.050282)
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,LEAVENWORTH,(913) 682-2000,SUB_2,Alcohol use brief intervention provided or offered,0,0,POINT (-94.899907 39.278152)
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,(520) 629-1821,TOB_2,Tobacco Use Treatment Provided or Offered,80,159,POINT (-110.968281 32.181434)
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,HBIPS-2,Hours of physical-restraint use,0,7156,POINT (-87.862407 42.308183)
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,HBIPS-3,Hours of seclusion,0,7366,POINT (-73.9261 41.244518)
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,HBIPS-2,Hours of physical-restraint use,0,8495,POINT (-73.306124 40.899003)
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-81.276612 28.366629)
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,(509) 434-7000,HBIPS-2,Hours of physical-restraint use,0,2717,POINT (-117.475567 47.702535)
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,(304) 263-0811,SUB_2,Alcohol use brief intervention provided or offered,88,100,POINT (-77.914109 39.415543)
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,(706) 823-2201,TOB_2,Tobacco Use Treatment Provided or Offered,82,223,POINT (-82.025292 33.468204)
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,(814) 943-8164,SUB_2,Alcohol use brief intervention provided or offered,88,33,POINT (-78.398533 40.48866700000001)
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,(973) 676-1000,TOB_2,Tobacco Use Treatment Provided or Offered,74,177,POINT (-74.234193 40.753827)
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,(781) 275-7500,SUB_2,Alcohol use brief intervention provided or offered,54,291,POINT (-71.273272 42.506248)
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,76,86,
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,(412) 688-6100,TOB_2,Tobacco Use Treatment Provided or Offered,93,312,
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,HBIPS-3,Hours of seclusion,0,0,POINT (-88.95721800000001 37.729791)
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,(803) 695-7980,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,77,129,POINT (-80.960977 33.979149)
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,(913) 682-2000,HBIPS-3,Hours of seclusion,0,4172,POINT (-95.724956 39.027448)
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,TOB_2,Tobacco Use Treatment Provided or Offered,77,97,POINT (-73.902909 40.868985)
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,86,100,POINT (-108.54079 39.077321)
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,(765) 674-3321,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,93,105,POINT (-85.637229 40.523747)
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,THE DISTRICT,(202) 745-8000,HBIPS-3,Hours of seclusion,0,4527,POINT (-77.01030600000001 38.928884)
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,85,168,POINT (-78.937226 36.009188)
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,(734) 769-7100,HBIPS-2,Hours of physical-restraint use,0,5567,POINT (-83.712175 42.287103)
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,(405) 270-0501,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,58,127,POINT (-97.495568 35.482408)
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,(608) 256-1901,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-89.433629 43.074477)
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,HBIPS-2,Hours of physical-restraint use,0,12359,POINT (-118.4529 34.053085)
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,(734) 769-7100,TOB_2,Tobacco Use Treatment Provided or Offered,93,186,POINT (-83.712175 42.287103)
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,HBIPS-2,Hours of physical-restraint use,0,7691,POINT (-73.902909 40.868985)
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,(814) 860-2576,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-80.064715 42.102954)
50030F,SEATTLE VA MEDICAL CENTER (VA PUGET SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,(206) 764-2299,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,74,175,POINT (-122.31103200000001 47.561986)
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,(813) 972-2000,SUB_2,Alcohol use brief intervention provided or offered,96,103,POINT (-82.426154 28.064695)
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,HBIPS-3,Hours of seclusion,0,0,POINT (-90.417899 36.771441)
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,SUB_2,Alcohol use brief intervention provided or offered,0,0,POINT (-86.383787 35.910519)
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,(859) 233-4511,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,73,131,POINT (-84.50609200000001 38.029351)
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,HBIPS-3,Hours of seclusion,0,1171,POINT (-121.29610600000001 38.572349)
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,921,SAN JUAN,(800) 449-8729,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,62,93,POINT (-66.080443 18.391963)
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-86.804989 36.14091)
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,5009,WINDSOR,(802) 295-9363,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-72.34186 43.645876)
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,TOB_2,Tobacco Use Treatment Provided or Offered,76,87,POINT (-87.862407 42.308183)
19047F,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,70119,ORLEANS,(800) 935-8387,TOB_2,Tobacco Use Treatment Provided or Offered,0,0,POINT (-90.084493 29.963517999999997)
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,HBIPS-2,Hours of physical-restraint use,0,0,POINT (-82.636981 30.181828999999997)
51003F,CLARKSBURG VA MEDICAL CENTER,1 MEDICAL CENTER DRIVE,CLARKSBURG,WV,26301,HARRISON,(304) 623-3461,HBIPS-2,Hours of physical-restraint use,0,1976,
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,HBIPS-2,Hours of physical-restraint use,0,0,POINT (-90.417899 36.771441)
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,TOB_2,Tobacco Use Treatment Provided or Offered,86,174,POINT (-118.4529 34.053085)
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,HBIPS-3,Hours of seclusion,0,0,POINT (-82.636981 30.181828999999997)
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,HBIPS-2,Hours of physical-restraint use,0,0,POINT (-103.474309 43.436405)
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,(573) 814-6000,SUB_2,Alcohol use brief intervention provided or offered,93,60,POINT (-92.327558 38.9376)
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,(302) 994-2511,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-75.60515 39.738806)
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,SUB_2,Alcohol use brief intervention provided or offered,98,57,POINT (-93.658733 41.627753)
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-119.798481 39.516208)
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,(205) 933-4515,HBIPS-3,Hours of seclusion,0,0,POINT (-86.800922 33.504722)
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,(316) 685-2221,HBIPS-3,Hours of seclusion,0,0,
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,SUB_2,Alcohol use brief intervention provided or offered,60,53,POINT (-76.13815100000001 43.038832)
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,TOB_2,Tobacco Use Treatment Provided or Offered,91,186,POINT (-80.486145 35.683593)
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 605-7016,HBIPS-2,Hours of physical-restraint use,0,5467,POINT (-76.623709 39.289736)
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,100,20,
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-87.84081 41.86061)
21010F,VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT,VA MEDICAL CENTER,PERRY POINT,MD,21902,CECIL,(410) 642-2411,HBIPS-3,Hours of seclusion,0,0,
19047F,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,2400 CANAL STREET,NEW ORLEANS,LA,70119,ORLEANS,(800) 935-8387,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,0,0,POINT (-90.084493 29.963517999999997)
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,TOB_2,Tobacco Use Treatment Provided or Offered,98,245,POINT (-86.186913 39.779717)
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-73.776343 42.651508)
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,(334) 260-4100,HBIPS-2,Hours of physical-restraint use,0,5548,POINT (-86.246406 32.37896)
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,(319) 338-0581,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-91.547615 41.664557)
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,HBIPS-2,Hours of physical-restraint use,0,1171,POINT (-121.29610600000001 38.572349)
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-88.946928 30.410716000000004)
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,(302) 994-2511,SUB_2,Alcohol use brief intervention provided or offered,66,61,POINT (-75.60515 39.738806)
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-78.937226 36.009188)
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,(973) 676-1000,HBIPS-3,Hours of seclusion,0,12506,POINT (-74.234193 40.753827)
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,HBIPS-2,Hours of physical-restraint use,0,6902,POINT (-82.373087 36.311185)
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,(502) 287-4000,HBIPS-2,Hours of physical-restraint use,0,5164,POINT (-85.694074 38.270722)
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,HBIPS-3,Hours of seclusion,0,5211,POINT (-82.485056 35.587106)
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,HBIPS-3,Hours of seclusion,0,0,POINT (-103.474309 43.436405)
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,HBIPS-2,Hours of physical-restraint use,0,4620,POINT (-84.509485 39.137762)
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,(608) 372-3971,HBIPS-3,Hours of seclusion,0,1813,POINT (-90.49392 44.001108)
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,HBIPS-3,Hours of seclusion,0,12359,POINT (-118.4529 34.053085)
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,SUB_2,Alcohol use brief intervention provided or offered,100,118,POINT (-87.59243 40.131808)
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,(509) 434-7000,TOB_2,Tobacco Use Treatment Provided or Offered,85,141,POINT (-117.475567 47.702535)
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,(307) 778-7300,HBIPS-2,Hours of physical-restraint use,0,0,POINT (-104.78554400000002 41.1457)
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,SUB_2,Alcohol use brief intervention provided or offered,94,111,POINT (-88.946928 30.410716000000004)
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,(847) 688-1900,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,87,62,POINT (-87.862407 42.308183)
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,(320) 252-1670,HBIPS-2,Hours of physical-restraint use,0,3784,POINT (-94.21734100000002 45.567582)
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,HBIPS-2,Hours of physical-restraint use,0,2129,POINT (-96.776868 46.906445)
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,HBIPS-2,Hours of physical-restraint use,0,848,POINT (-108.54079 39.077321)
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,HBIPS-2,Hours of physical-restraint use,0,10507,POINT (-97.349105 31.077985000000005)
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,(414) 384-2000,HBIPS-2,Hours of physical-restraint use,0,7514,POINT (-87.976053 43.019558)
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,(617) 232-9500,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,69,318,POINT (-71.111145 42.327022)
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,(804) 675-5000,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-77.470208 37.498719)
51003F,CLARKSBURG VA MEDICAL CENTER,1 MEDICAL CENTER DRIVE,CLARKSBURG,WV,26301,HARRISON,(304) 623-3461,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,97,66,
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,4330,KENNEBEC,(207) 623-8411,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-69.703621 44.280377)
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,LEAVENWORTH,(913) 682-2000,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-94.899907 39.278152)
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,(734) 769-7100,HBIPS-3,Hours of seclusion,0,5567,POINT (-83.712175 42.287103)
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,(520) 629-1821,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,74,115,POINT (-110.968281 32.181434)
04009F,FAYETTEVILLE AR VA MEDICAL CENTER,1100 N. COLLEGE AVENUE,FAYETTEVILLE,AR,72703,WASHINGTON,(479) 444-5058,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-94.157097 36.077232)
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,(610) 384-7711,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,95,438,POINT (-75.799094 39.999488)
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,70,185,POINT (-80.107329 26.784077)
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,SUB_2,Alcohol use brief intervention provided or offered,100,114,POINT (-83.012669 39.390327)
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-94.52786 39.067263)
19048F,OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT),510 EAST STONER AVENUE,SHREVEPORT,LA,71101,CADDO,(318) 424-6037,SUB_2,Alcohol use brief intervention provided or offered,97,75,POINT (-93.722414 32.499989)
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,67,143,POINT (-122.141893 37.402928)
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,69,80,POINT (-95.974488 41.245158)
